id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
8667	C276252	3318062.771991159	0.2619603612295637	-0.005105374357558857
8668	C	12.011	0.14424459000195033	0.201881504520286
8669	C2	24.022	0.8550462431495794	1.2146756577675057
8670	C2	24.022	1.5703203648449742	0.7583692860714045
8671	C2	24.022	1.5278347702629331	1.8744363967181563
8672	C2	24.022	0.7427986185840574	0.8614318458235112
8673	C2	24.022	0.753442241248935	1.5957273137252546
8674	C3	36.033	0.21417529643462066	1.7539608814184677
8675	C2	24.022	0.9139058039291363	1.2952109887268275
8676	C2	24.022	0.42716141260870105	-0.035517943541735125
8677	C	12.011	0.5005877187118885	-1.5029359438342733
8678	C2	24.022	0.501920056046982	0.7376430802875867
8679	C2	24.022	0.2962154392405825	-0.06267608552838676
8681	C2	24.022	1.4068112716767511	-1.2939199284973046
8682	C2	24.022	0.09798186920603182	-1.7484851538577697
8683	C3	36.033	0.8597368378305522	0.6518661330969308
8684	C2	24.022	1.1096755230577484	0.34537671977589485
8685	C2	24.022	0.4978570170286252	1.183017837920796
8686	C	12.011	0.5393657012988675	2.5577732935221564
8687	C	12.011	1.1618144808505846	1.9967976543805637
8688	C2	24.022	0.1402769902496551	-2.4677526992259495
8689	C	12.011	0.17124342943425885	-0.14050197191918634
8690	C2	24.022	0.357013684750385	-1.3366637495324432
8691	C2	24.022	0.7096187503465805	-0.12354032825948746
8692	C	12.011	0.2901455811569204	-1.2133104400383123
8693	C2	24.022	0.6386185065232859	-1.151415740082177
8694	C3	36.033	0.5424375372698385	-0.8100267909959604
8696	C	12.011	0.5532519855795776	2.8990307849021044
8697	C	12.011	0.3632188010502241	-2.601031093796488
8698	C2	24.022	0.108345262863155	2.47147293842979
8699	C2	24.022	0.6323403572684583	-1.888156196072891
8700	C2	24.022	0.15547508390208234	1.4080962760282412
8701	C2	24.022	0.17200106247957703	-1.8425823598048423
8702	C2	24.022	0.5031283930457466	-1.513073213468089
8703	C2	24.022	0.14086952667988195	-3.1054914212492126
8704	C2	24.022	0.3980876026611796	2.845768263922056
8705	C2	24.022	0.3456986169065492	-1.223366023587654
8706	C2	24.022	1.0027350004529527	-2.950788997392203
8707	C3	36.033	1.3479497779898553	-1.5798711354188193
8708	C3	36.033	0.7489776989372164	-2.3925353424088547
8709	C2	24.022	0.6327573816419609	-2.1893525089579184
8710	C3	36.033	1.4452258950044803	-2.300205032729677
8711	C2	24.022	0.33741726645779013	1.7491131913830713
8712	C3	36.033	0.07316138693513323	1.2170934966157347
8713	C2	24.022	0.9935565596733926	-2.0930935329624107
8714	C3	36.033	0.19562053373758712	1.4361096292884614
8715	C2	24.022	0.5756008299205747	-3.128525614471455
8716	C2	24.022	0.24591959162465465	-2.1705660000770663
8717	C2	24.022	0.6201973083595641	3.102281547741849
8718	C3	36.033	1.3208065979103214	-2.7572960960143047
8719	C3	36.033	0.33143086772734426	-0.6332832562394197
8720	C2	24.022	0.3132680191625337	-0.39509210930684924
8721	C2	24.022	1.0342915469367686	-1.2018686659691384
8722	C3	36.033	0.5078360210203499	-1.3185713054232646
8723	C	12.011	1.0180887306530573	-1.026467345665518
8724	C2	24.022	0.7796449890529255	-1.5349311435405193
8725	C2	24.022	0.488590559465103	-2.7078707926697425
8726	C2	24.022	0.501442968243349	-2.6832780432423164
8727	C2	24.022	0.9575009657115803	-2.348417139802932
8728	C2	24.022	0.7097092873611898	-2.2447017795262654
8729	C2	24.022	0.8472028835915415	2.748996448079159
8730	C	12.011	0.6881518694588196	-2.694343102296472
8731	C2	24.022	0.2125062417850638	-1.0805479375778078
8732	C2	24.022	0.40885151545303694	-0.7048924533496902
8733	C2	24.022	0.30301051398102335	-1.8827751058606628
8734	C2	24.022	0.9573095717822796	-1.0898456539182633
8735	C	12.011	0.2816869903911823	0.3802079739104476
8736	C	12.011	0.3405995887079412	1.4888365011486064
8737	C2	24.022	0.3681123152671995	0.836461616156772
8738	C2	24.022	0.5841020639604578	-1.6844964273108682
8739	C2	24.022	0.6445277033532113	-2.8627862005350164
8740	C3	36.033	0.43583429684963315	-2.721805287995415
8741	C2	24.022	0.041766910760141635	-2.458543597745573
8742	C	12.011	0.3538744043108524	-2.6507989905577785
8743	C2	24.022	0.7491782650506105	1.1815494524370265
8744	C2	24.022	0.9435071059701089	-0.5428367970712357
8745	C2	24.022	0.39857941818324777	0.2664073406878433
8746	C2	24.022	0.2860229266795126	0.6106327277982003
8747	C	12.011	0.6507532167619303	0.5851359129992807
8748	C2	24.022	1.0097032990631363	2.0992084349026063
8749	C2	24.022	0.4371202045942601	-2.5102822440699293
8750	C3	36.033	0.7194316369650303	-0.3384504590110223
8751	C2	24.022	0.963246370218249	-3.049180657036634
8752	C2	24.022	0.41471041305730955	-1.801815977987326
8753	C3	36.033	0.5570964583165465	0.5598050280733814
8754	C	12.011	0.2115193406873733	-0.413766892631455
8755	C	12.011	0.2598614142540469	1.9246308666752612
8756	C	12.011	0.5392855265420363	0.4826418366046365
8758	C	12.011	0.8428948238846766	-0.40640848363528953
8759	C2	24.022	0.874098470570037	-1.780183258178374
8760	C2	24.022	0.8661516822797138	-0.027634342542724677
8761	C2	24.022	1.0653772590418202	-1.4631489410783787
8762	C2	24.022	0.4967041579699924	-2.435300973204293
8763	C2	24.022	0.43766109887526633	-2.8435120144304564
8764	C2	24.022	1.5396237295873365	1.866514530852678
8765	C3	36.033	0.08879728072977801	0.6642882580432982
8766	C	12.011	0.8669054547482041	-2.3630469515874606
8767	C2	24.022	0.8562088189584848	0.5388826548334297
