id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
4412	C	12.011	1.1938405609828566	0.9783404312822294
4413	C2	24.022	0.8375081966895087	1.6847829181487366
4414	C	12.011	0.835454193945179	0.6009100640468299
4415	C2	24.022	0.6366479386471199	0.3431005507624233
4418	C	12.011	0.6610128342974277	0.3753986415474746
4421	C	12.011	0.6025291191365315	-2.2836322444552
4422	C	12.011	0.8195712054288025	-0.0026612740423511486
4425	C	12.011	0.9116726175952369	0.44313723105918307
4426	C	12.011	0.8310111210284271	0.7927478492765548
4428	C	12.011	0.7462619026052639	-1.3420318204390043
4430	C	12.011	0.6624890573520417	-1.7360099589150906
4431	C	12.011	1.1429470024744859	1.9191247364739041
4434	C	12.011	1.2768406663912797	-0.6777861968761371
4435	C	12.011	0.2668893320901841	-1.6225977964660432
4436	C	12.011	1.0294078244795068	1.0144050990084137
4438	C	12.011	0.9939249725994269	0.1971879329545372
4439	C2	24.022	0.4436203491103884	-2.727784303622355
4441	C	12.011	0.687670825740188	-1.195781551852724
4442	C	12.011	0.436793137866222	-1.3154705395390063
4443	C	12.011	1.1021062195242672	0.04767079358277286
4444	C2	24.022	0.723548841777743	-0.06814051510726463
4445	C	12.011	0.6596958527606164	-0.752606748943571
4446	C2	24.022	0.9630980750256053	0.28366315875298936
4447	C	12.011	0.7629864464939611	-0.09477978373902819
4449	C	12.011	0.9625009641373257	0.29698437235860065
4450	C	12.011	0.7554315262689143	0.04108573290719548
4451	C	12.011	1.1048213122566166	-0.25908885798724685
4452	C2	24.022	0.686446062291155	-0.012523811660541407
4453	C	12.011	0.6870519327944078	-0.29315652123467323
4454	C2	24.022	0.8291571148514205	-0.0366477664303311
4455	C	12.011	0.8821813470283056	0.0644654204739869
4456	C2	24.022	0.8163029066828936	-0.040046308840296564
4457	C2	24.022	0.5980943339175203	-0.06519196902671615
4458	C2	24.022	0.6528170687525381	-0.11678688091591244
4459	C	12.011	0.9089704608121117	-0.007859206386146721
4460	C	12.011	0.7526654587364455	-0.1263431077911745
4461	C	12.011	0.6468730478159733	-0.5799016141308448
4462	C2	24.022	0.7214949916167616	-0.020444482337585803
4463	C	12.011	0.8461182631907916	-0.8163562963111187
4464	C	12.011	0.5291772160481449	0.24022939875669425
4465	C	12.011	0.7707784620005907	-0.027223787118103155
4466	C	12.011	0.9096769923619081	-0.17390208598272347
4467	C	12.011	0.7889299441730734	-0.15605768097868256
4468	C2	24.022	0.874966484037716	0.30083192787100477
4469	C	12.011	0.730162752451778	-0.06141260392659785
4470	C	12.011	0.8419031603431838	0.6651196662680808
4471	C	12.011	0.6139678748220211	0.33959160291384055
4472	C	12.011	0.6615686311024145	0.05001530145557636
4473	C	12.011	0.8175226632068822	0.11751050396370774
4474	C	12.011	0.24255521154520027	0.27060590665285
4475	C	12.011	0.8447555354643178	0.18680644119771567
4476	C	12.011	0.7633517399504214	-0.5034133245191583
4477	C	12.011	0.7361567573506429	0.3844413287525851
4478	C	12.011	0.7764839609252365	-0.03320732088795126
4479	C2	24.022	0.7738141250134577	-0.03822035802047741
4480	C	12.011	0.570328977881891	-0.3276019219306259
4481	C	12.011	0.868944328500675	0.4188791984266874
4482	C	12.011	0.4504094268424629	0.4982880049887872
4483	C	12.011	0.45177785392940467	0.2306781554431356
4484	C	12.011	0.8009214192157684	-0.8388154984651276
4485	C	12.011	0.5061581975398236	-0.1794130088385053
4486	C	12.011	0.6402411535640458	-0.1692068278180895
4487	C2	24.022	0.8785436792929795	0.20926818634224323
4488	C	12.011	0.7534651569195367	-0.012923227083256064
4489	C	12.011	0.6265256910972423	0.2860438686658235
4490	C	12.011	0.8482049447305169	-0.10856550374135777
4491	C	12.011	0.9371183974557101	0.12744857535358992
Bottom
