id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
8494	C276225	3317738.4749911604	0.6351815478419589	2.152269443774848
8495	C	12.011	0.9458923453374148	1.9845873312497586
8496	C2	24.022	0.33348065565629603	-0.33754505371049204
8497	C2	24.022	0.510618569160942	1.5285017907748422
8498	C2	24.022	0.5276361722792313	1.4760022831341089
8499	C	12.011	0.7126504776794257	1.0752070455829488
8500	C	12.011	0.8632769376862954	0.996684123568898
8501	C2	24.022	0.13258468110287677	0.8663413337551409
8502	C2	24.022	0.5030270963090723	2.632606433402431
8503	C2	24.022	0.6057965740602269	-0.006908038923291807
8504	C	12.011	0.23695728256583493	2.685108204964984
8505	C2	24.022	0.9757295048127312	1.1256789371747857
8506	C2	24.022	1.2868478905972651	0.07919278382614642
8507	C2	24.022	0.5738540817563176	1.371365080693056
8508	C3	36.033	0.4230543648774983	-1.5491206681383511
8509	C2	24.022	0.3579812532215754	1.7472325664969979
8510	C2	24.022	0.672179777771902	-2.549061608278777
8511	C2	24.022	0.14514205086692383	-2.5370739439258556
8512	C2	24.022	0.1808130963655962	0.20985845811834172
8513	C	12.011	0.4216168347815312	0.7615298942934219
8514	C2	24.022	0.935396396940005	-0.7201709611037399
8515	C5	60.05499999999999	1.183837650396237	2.93603144878192
8516	C	12.011	0.35885836944971916	-1.6370066920731112
8517	C2	24.022	0.43050612495397445	2.630693239003497
8518	C2	24.022	0.22932861491546233	-2.0506652160035084
8519	C2	24.022	0.5384181614744669	0.7361709647632059
8520	C2	24.022	0.9118191000067348	-1.419907463451201
8521	C3	36.033	1.0378117583366797	1.0946944971149632
8522	C2	24.022	0.3509883190027548	-0.7728056933166024
8523	C4	48.044	0.7319749307459141	-1.4041040060795233
8524	C2	24.022	0.8809199122721859	-1.5877697729395042
8525	C2	24.022	0.2923582607909732	-1.5906827576318605
8526	C2	24.022	0.1226822134343523	2.5667030601439937
8527	C2	24.022	0.05081882462445586	-0.7609343186498237
8528	C2	24.022	0.2887781708071193	2.1843142863131497
8529	C2	24.022	0.7328002725543998	-2.22642102514376
8530	C2	24.022	0.4501252782803263	3.0918782929750996
8531	C2	24.022	0.19805258959485975	-2.9439538432446604
8532	C	12.011	0.591688620866271	0.9154825567275193
8533	C3	36.033	0.317446479523217	2.981956025949834
8534	C2	24.022	0.5991339125694346	0.693595804309247
8535	C4	48.044	0.19698103231139508	-0.4207172382263188
8536	C2	24.022	0.49876854905827667	-2.7039115860376617
8537	C2	24.022	0.797512803568584	-2.947070370266036
8538	C2	24.022	0.512753079655495	-1.0000621302562678
8539	C2	24.022	0.3851637560277683	-1.0730776303878518
8541	C3	36.033	1.1094688201672098	1.0724672382001443
8542	C2	24.022	0.2664053153910411	2.121343825578467
8543	C2	24.022	0.4103884061853625	2.1899374366041595
8544	C	12.011	0.311032612492048	-2.562071814441539
8545	C2	24.022	0.18109890642874668	1.0409039127872362
8546	C2	24.022	0.10095668795698372	1.9717644728163073
8547	C2	24.022	1.0113693543578444	-1.7536819637558825
8548	C2	24.022	0.38136829608441636	2.963320755527205
8549	C2	24.022	1.3527762807033543	-2.8550188691173575
8550	C	12.011	1.041169093949665	-1.838297322679841
8551	C2	24.022	0.7217031865066893	-1.5964292842484256
8552	C2	24.022	1.0472613425042698	-1.9489357053200755
8553	C	12.011	0.5086698340934123	-1.366871657515597
8554	C2	24.022	0.3532986177009805	-1.6119793220537013
8555	C2	24.022	0.9048704322739074	-2.5320048447966053
8556	C2	24.022	0.22259468700255636	-0.5539167294031794
8557	C2	24.022	0.304678946823229	-3.035673928873895
8558	C2	24.022	0.8080149152309919	-1.2437247606844755
8559	C2	24.022	0.12030535021023366	1.0798047980366636
8560	C	12.011	0.6302084808577355	-1.6957292377091857
8561	C2	24.022	0.744801900206131	-3.134093746169457
8562	C	12.011	0.36455506502612955	-1.280550814582914
8563	C2	24.022	0.3764111725556376	-2.4742894262647934
8564	C2	24.022	0.3399086256750501	2.0496711479610923
8565	C2	24.022	0.10710586559402129	-2.5572244082891102
8566	C2	24.022	0.27385499352741266	0.6350708721189418
8567	C3	36.033	1.3267919435370923	-0.5673274004375761
8568	C3	36.033	0.1997564388570639	2.3406962820662502
8569	C2	24.022	0.8075372188152689	2.428397357783039
8570	C2	24.022	0.5863149135573238	0.7541065877383932
8571	C2	24.022	0.19458977816609652	1.515617695792003
8572	C2	24.022	0.9495992551944801	0.9845674921211004
