Total	Internal	Translational
Top
799.84432907	799.743365799	0.100963270874
14.8086384976	3.17358239626	11.6350561013
3.4476742385	0.0	3.4476742385
67.893820696	13.5903652749	54.3034554211
4.07654096846	0.136535987727	3.94000498074
4.05290040227	0.359360728786	3.69353967349
16.1836690767	8.46131090231	7.72235817436
23.6714809269	1.19874932387e-31	23.6714809269
63.2987947908	0.594074700607	62.7047200902
16.5275841992	0.44904961205	16.0785345871
49.2731674373	2.86838899362	46.4047784437
20.3021926387	5.73635340558	14.5658392331
28.1401482787	1.48327541251	26.6568728662
3.09959532956	7.49218327419e-33	3.09959532956
29.4338299881	0.490151451363	28.9436785367
11.4825845202	2.28614719838	9.19643732184
40.1504562707	2.14655113292	38.0039051378
19.1746749591	0.0	19.1746749591
25.930686619	2.99687330967e-32	25.930686619
41.2741224587	2.3356194365	38.9385030222
12.4668827609	7.53080056956	4.93608219138
33.6416793874	6.73430891605	26.9073704714
15.0936659387	2.81913484407	12.2745310947
5.20867062678	2.15623568411	3.05243494268
19.9710735755	0.722388110095	19.2486854654
1.27005412668	1.02881678502	0.241237341664
2.44211789495	0.620062251303	1.82205564365
8.75962692578	3.61113798819	5.14848893759
9.49933580923	0.529925688113	8.96941012111
5.15192200716	0.201676729442	4.95024527772
4.10370424928	1.23565957496	2.86804467432
7.52265090853	3.42705639921	4.09559450931
3.6367672738	1.20594902703	2.43081824677
3.48195040316	2.51094922634	0.971001176828
5.42393781711	2.4960635555	2.92787426161
1.2432165399	0.327299437365	0.91591710253
7.72905809955	2.99687330967e-32	7.72905809955
34.849870905	1.58725204878	33.2626188563
25.9840818048	2.1588123132	23.8252694916
13.5203281965	0.0	13.5203281965
3.01808404182	1.16980354869	1.84828049313
17.8383873852	0.45202270011	17.3863646851
4.15410072203	2.09882567437	2.05527504766
12.2771727128	5.72330787179	6.55386484098
2.79648234397	0.281693732696	2.51478861128
3.69591468524	1.97221312192	1.72370156332
23.0512693786	3.06463502915	19.9866343495
42.9940568909	5.44678614348	37.5472707474
1.82153564519	0.999528595864	0.822007049328
17.892078969	1.86373961698	16.0283393521
6.83607201853	0.475404412579	6.36066760595
6.75491002449	1.07497513437	5.67993489012
10.1557079556	1.15637818706	8.99932976856
11.1602198348	1.90859473833	9.25162509644
18.2680914076	2.94493050372	15.3231609039
25.7085197521	0.0	25.7085197521
26.4782940673	2.58414365739	23.89415041
3.70584106661	0.910844732696	2.79499633392
23.6012914926	5.13381241549	18.4674790771
19.4182399351	0.422357406522	18.9958825286
22.6110026604	1.19874932387e-31	22.6110026604
34.6067524292	0.0	34.6067524292
44.4476479709	1.85790879975	42.5897391711
47.4475293915	3.58830738696	43.8592220046
36.0693831641	8.63700822167	27.4323749425
4.85731663815	0.619909003264	4.23740763489
43.2758344354	0.487983033223	42.7878514022
23.1900158371	0.141602570122	23.048413267
11.0916335904	0.0	11.0916335904
47.1849643856	1.11268623517	46.0722781504
4.66049139733	1.65311488036	3.00737651697
10.8744575551	1.37545595639	9.49900159875
3.74204232168	2.91411650837	0.827925813305
15.1764703311	2.5420490149	12.6344213162
1.55964830207	0.60534846837	0.954299833705
32.8004131326	1.61859147844	31.1818216541
8.14793082342	1.80519919037	6.34273163305
4.31903835988	0.590014169559	3.72902419032
2.80212502624	2.35066936166	0.451455664572
2.7956349326	2.69133812504	0.104296807558
11.7647881137	2.64723683484	9.11755127882
8.14200430592	0.592068233887	7.54993607203
10.9724261368	0.400530052152	10.5718960847
1.74772809436	0.68564161058	1.06208648378
8.60038859058	4.46642272821	4.13396586237
6.6360437217	0.204136199167	6.43190752253
23.3769106644	0.971680971063	22.4052296933
5.91051960484	1.51483798126	4.39568162358
4.96057535306	0.556757569465	4.4038177836
20.8648209748	4.93674350892	15.9280774659
7.35112047281	1.78372273894	5.56739773387
11.6092562952	0.0	11.6092562952
2.30857484313	2.92663409148e-35	2.30857484313
12.2383115449	2.99687330967e-32	12.2383115449
38.4855914	5.28413375049	33.2014576495
7.54506572817	1.59699460995	5.94807111822
6.09849899006	3.25692637356	2.8415726165
12.9430426042	2.49412377171	10.4489188325
10.2936565261	1.53985156321	8.75380496291
5.99280179967	2.09744941091	3.89535238875
8.19972511865	0.67877869516	7.52094642349
10.6847379105	7.72020376682	2.96453414369
16.1579390881	1.19874932387e-31	16.1579390881
2.39846231676	0.0	2.39846231676
7.35187610791	0.452645704682	6.89923040323
6.48527342183	1.92113115382	4.56414226801
11.1694330086	6.38451950264	4.78491350595
14.0461534794	2.99687330967e-32	14.0461534794
9.94695587398	2.73923932275	7.20771655123
19.5874702122	0.454520168426	19.1329500437
8.53972814665	1.9104536931	6.62927445355
11.2719168717	0.433863341276	10.8380535304
25.0775765696	3.0925790601	21.9849975095
3.27661842497	0.815488699479	2.46112972549
18.1227746352	2.39749864774e-31	18.1227746352
93.6996616473	3.99911150711	89.7005501402
14.901466187	4.3355070776	10.5659591094
15.5010462452	0.0	15.5010462452
19.1948432313	2.99687330967e-32	19.1948432313
19.4468251175	10.9870442578	8.45978085977
4.11478088511	1.24267990278	2.87210098234
2.61629556855	1.44665349796	1.16964207059
46.8781460035	0.0	46.8781460035
72.1526411806	2.14418033322	70.0084608474
48.1212974664	1.42303795106	46.6982595153
6.13835182601	0.321953525941	5.81639830007
4.04902366673	0.991226916108	3.05779675062
45.1642455236	5.0987080237	40.0655374999
9.6165306414	1.27367115661e-31	9.6165306414
9.6695957151	3.50172459804	6.16787111706
29.9379034251	6.49422209777	23.4436813274
4.58332643815	2.87143130895	1.71189512919
50.0764922073	0.0	50.0764922073
