Total	Internal	Translational
Top
129.301373323	0.0	129.301373323
8.7952714894	0.0	8.7952714894
384.515738378	0.0	384.515738378
9.03510560495	4.47488591972	4.56021968524
12.7458914732	2.25632410375	10.4895673695
94.5756124311	2.03787385058e-30	94.5756124311
34.5067516715	0.0	34.5067516715
140.282302698	0.0	140.282302698
46.342988767	4.79499729548e-31	46.342988767
295.339563515	0.0	295.339563515
484.988094792	7.67199567277e-30	484.988094792
26.0054577282	7.3165852287e-36	26.0054577282
42.5862851127	0.0	42.5862851127
33.7951563083	0.0	33.7951563083
230.809624167	0.0	230.809624167
37.6128498719	0.0	37.6128498719
81.7229167966	1.19874932387e-31	81.7229167966
54.0378543591	0.0	54.0378543591
10.2835417291	1.72278662866	8.56075510048
26.9399489519	4.79499729548e-31	26.9399489519
30.3307509701	3.44789911341	26.8828518567
413.483984406	0.0	413.483984406
593.412643079	0.0	593.412643079
297.281743317	0.0	297.281743317
21.1975572499	2.46080525848	18.7367519915
2.1105013813	0.611847991285	1.49865339001
4.34988280326	0.912922030768	3.43696077249
152.943356106	1.19874932387e-31	152.943356106
220.252213558	0.0	220.252213558
24.426942095	0.0867474245029	24.3401946705
221.812912745	4.79499729548e-31	221.812912745
1.47955076151	0.0	1.47955076151
348.463341734	1.91799891819e-30	348.463341734
6.33250866451	1.04253220775	5.28997645677
37.8585085389	1.19874932387e-31	37.8585085389
7.50142533194	0.0	7.50142533194
233.495347471	0.0	233.495347471
243.002959981	0.0	243.002959981
136.22254102	1.91799891819e-30	136.22254102
58.1518122828	9.58999459096e-31	58.1518122828
59.9191264821	0.0	59.9191264821
82.43964602	4.79499729548e-31	82.43964602
10.1352719477	0.0	10.1352719477
7.42939641381	0.364152994981	7.06524341882
100.934358173	0.0	100.934358173
46.6721072171	4.79499729548e-31	46.6721072171
11.1590145867	2.0349382631	9.12407632363
7.47098045897	0.0	7.47098045897
23.1665287395	0.0	23.1665287395
136.933703569	0.0	136.933703569
39.6869439366	0.0	39.6869439366
1.16789855037	0.744430526749	0.423468023622
4.47899728908	1.17065363659e-34	4.47899728908
10.3798590172	4.52872877135	5.85113024587
11.741420908	0.0	11.741420908
116.094635422	0.0	116.094635422
4.74378860037	0.0	4.74378860037
4.0188200775	0.753963907993	3.2648561695
688.280289028	4.79499729548e-31	688.280289028
86.2213477087	4.79499729548e-31	86.2213477087
229.947395126	4.79499729548e-31	229.947395126
239.642807191	0.0	239.642807191
429.459629782	7.67199567277e-30	429.459629782
307.463935092	0.0	307.463935092
8.73608086217	1.0194218939	7.71665896827
15.8614261636	3.85955208361	12.00187408
486.487993641	0.0	486.487993641
113.614179761	1.1527959881	112.461383773
702.955626863	0.0	702.955626863
304.708656043	0.0	304.708656043
23.138672835	1.19874932387e-31	23.138672835
830.526843598	0.0	830.526843598
539.269789473	0.0	539.269789473
345.749814439	1.91799891819e-30	345.749814439
19.8296025908	0.0	19.8296025908
28.1419763027	0.0	28.1419763027
336.95705776	0.0	336.95705776
315.264922635	0.0	315.264922635
2.24316338735	0.611690631238	1.63147275612
299.869134408	0.0	299.869134408
53.678061264	9.58999459096e-31	53.678061264
878.366244754	0.0	878.366244754
76.2970548701	0.0	76.2970548701
8.18086541852	1.76127801059	6.41958740793
28.5552509884	1.19874932387e-31	28.5552509884
275.57776824	0.0	275.57776824
185.407208998	1.91799891819e-30	185.407208998
12.8318352718	5.99374661935e-32	12.8318352718
71.9675725013	4.79499729548e-31	71.9675725013
140.179429403	0.0	140.179429403
272.541835913	1.19874932387e-31	272.541835913
87.7034164388	1.91799891819e-30	87.7034164388
3.69177644084	0.541679022642	3.15009741819
911.711355589	2.80877947725	908.902576112
79.2502467366	1.92549110147e-30	79.2502467366
113.001917959	0.0	113.001917959
7.09030971027	1.87605463018	5.21425508009
91.0842849815	4.79499729548e-31	91.0842849815
23.1882808695	0.594846576516	22.593434293
703.722311151	0.0	703.722311151
59.903896368	0.0	59.903896368
146.963999839	0.0	146.963999839
13.0888207515	0.0	13.0888207515
6.11006882899	0.876557468034	5.23351136095
22.4228150891	0.0	22.4228150891
30.0292701631	4.79499729548e-31	30.0292701631
66.9568868775	0.0	66.9568868775
48.8074759111	0.0	48.8074759111
1.36031335781	1.09251726086	0.267796096945
31.2467781916	4.00689006063	27.2398881309
1.41258210774e-19	3.24921655301e-51	1.41258210774e-19
403.306924174	1.91799891819e-30	403.306924174
282.38552361	0.0	282.38552361
355.192784369	1.91799891819e-30	355.192784369
629.106922749	7.67199567277e-30	629.106922749
293.316597745	0.0	293.316597745
579.358152644	0.0	579.358152644
349.466462492	0.0	349.466462492
448.637190196	0.0	448.637190196
591.94554827	7.67199567277e-30	591.94554827
555.618848978	0.0	555.618848978
526.473740094	0.0	526.473740094
80.0054623929	0.0	80.0054623929
244.740833447	0.0	244.740833447
148.956421535	0.0	148.956421535
470.508816627	7.67199567277e-30	470.508816627
114.521420853	1.91799891819e-30	114.521420853
254.250350032	0.0	254.250350032
566.297137582	0.0	566.297137582
450.31469349	0.0	450.31469349
411.404529215	0.0	411.404529215
492.62297748	7.67199567277e-30	492.62297748
8.30103344383	0.0	8.30103344383
87.043590237	0.0	87.043590237
231.358929646	0.0	231.358929646
728.918796694	0.0	728.918796694
217.413085517	0.0	217.413085517
1.92421364159	2.99687330967e-32	1.92421364159
117.333261449	0.0	117.333261449
223.521846037	0.0	223.521846037
Bottom
