id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
9693	C276285	3318459.134991157	0.3278275008658712	2.0279508584461268
9694	C4	48.044	0.4603238289167611	1.3174440302753987
9695	C2	24.022	0.33657490479051877	1.555187397502807
9696	C2	24.022	0.6823879312144173	1.0639983084852997
9697	C2	24.022	0.6714651765658189	3.124844584896362
9698	C2	24.022	0.9409975211468442	1.2614072711557123
9699	C	12.011	0.5762435804595936	1.3437594265316577
9700	C2	24.022	1.0224973219889344	1.6343323169860087
9701	C3	36.033	0.7720809530803218	1.1766072628260598
9702	C	12.011	0.7491008666691281	0.701672743745585
9703	C2	24.022	0.4412626940450605	1.5555443878877193
9704	C3	36.033	0.40617145140930805	-0.09181332064208651
9705	C	12.011	0.5068380069539125	1.3265087449820352
9706	C2	24.022	0.528907527541286	0.5045243434591243
9707	C	12.011	0.5903910249378573	1.7247954788641406
9708	C3	36.033	0.3973464975984604	-0.9357797415843705
9709	C2	24.022	0.4308424999222309	-0.12223360351828003
9710	C	12.011	0.6949302142276759	-0.5972059650902305
9711	C2	24.022	0.5250248601929396	0.2760252619012466
9712	C2	24.022	0.3460209038665001	2.0150790136743053
9713	C	12.011	0.8436820258996948	0.28179906272161576
9714	C	12.011	0.637597071408591	-1.3148570525366972
9715	C2	24.022	0.3738242775084653	-3.037453185602564
9716	C2	24.022	0.5055378501129614	-1.0597808731966765
9717	C2	24.022	0.5681080699956119	-2.7005183763119525
9718	C2	24.022	1.1362905212081584	-0.38464573551695647
9719	C	12.011	0.23857861600898023	2.665742543566627
9720	C2	24.022	0.26668664697665917	-0.9299658676325546
9721	C2	24.022	0.40158706839181296	-0.9594659873606189
9723	C2	24.022	0.6307219290168201	-2.857917027298912
9724	C2	24.022	0.612080811722778	2.3621235669421217
9725	C2	24.022	1.2153708414719815	-2.519225895229892
9726	C2	24.022	0.41165905408703757	-2.216435434722209
9727	C2	24.022	0.4835256204466215	-2.7517839293298736
9728	C2	24.022	0.8201386134234938	-1.194752767900166
9729	C3	36.033	0.5045819888923777	0.17969186768320064
9730	C2	24.022	0.7345500799394729	0.9833062212994592
9731	C2	24.022	0.14792711485208507	-2.0445330004234514
9732	C2	24.022	0.27764620675102103	-3.1129476190036756
9733	C2	24.022	1.24094658604109	-1.4905326629076971
9735	C	12.011	0.1798425829033757	0.21440542025606096
9737	C2	24.022	0.2562743322807422	-1.9219618234555285
9738	C2	24.022	0.5397464287332734	-2.584134050208123
9739	C2	24.022	0.35994118357125665	1.350542550814413
9740	C2	24.022	0.7580297155434563	-2.577999147347776
9741	C2	24.022	0.49179363261721665	2.7369674984267323
9742	C2	24.022	0.5573011482835393	2.8001612483238834
9743	C2	24.022	0.10379711746626076	0.3456487719944369
9744	C2	24.022	1.3596235679132829	0.21895579429739773
9745	C2	24.022	0.991301134431213	-2.9277569178954046
9746	C2	24.022	0.8057659957385713	-0.5810998516310193
9747	C2	24.022	0.5683391769910462	3.1029160183568294
9748	C2	24.022	0.39028120693145224	-0.5622287611268068
9749	C	12.011	0.6344965175296667	1.5235710473226673
9750	C2	24.022	0.7646171003692125	1.0290608369257255
9751	C2	24.022	0.4168765692137197	3.1015912020691707
9752	C2	24.022	0.23506790867769634	3.0477022437491574
9753	C	12.011	0.1352165659545964	-1.2092477005567335
9754	C2	24.022	0.7508674843679436	2.4868687205510036
9755	C3	36.033	0.5021179653774881	1.4211752925031609
9756	C	12.011	0.8343118949488781	0.3030877819797446
9757	C2	24.022	0.24076091111764755	0.44731985698495186
9758	C2	24.022	0.6393543059314286	0.07820022046172907
9759	C2	24.022	0.5459707916318648	1.4161760255082443
9760	C	12.011	0.4908439422198673	-2.579002525618708
9761	C2	24.022	0.42531892924858544	-0.7699931741520075
9762	C2	24.022	0.31558952719274536	1.27146739486875
9763	C3	36.033	1.4426541272927123	-0.62196610877167
9764	C	12.011	0.6036503196055009	-3.1380238851894546
9765	C2	24.022	0.5368346249151265	-1.9875513205207822
9766	C2	24.022	0.22198221685478717	1.584029778111194
9767	C	12.011	0.42021310243552495	-2.3427562203636483
9768	C	12.011	0.6359613194505471	-2.0218889576926937
9769	C2	24.022	0.09584781775696585	1.6632316650610615
9770	C	12.011	0.20615745247421513	-0.9803623490265057
9771	C2	24.022	0.6503014231118872	2.0667051234742138
9772	C2	24.022	1.3901466712312525	3.0914650290360193
9773	C2	24.022	0.33611112914816016	-2.717207630525373
9774	C2	24.022	1.3402289041911972	-2.5545590037916583
9775	C3	36.033	0.7091985173129003	-3.01444803844719
9776	C2	24.022	0.278596528404685	2.4818699940753963
9777	C2	24.022	1.2153829157338185	2.3684298040805816
9778	C2	24.022	0.5111836480297333	2.5421462929859127
9779	C2	24.022	0.5946281523820542	2.3267978342503453
9780	C	12.011	0.8886443240517493	2.2814698577218917
9781	C2	24.022	0.3343218767054001	1.5587076919987022
9782	C2	24.022	0.3212036064290826	-2.159719931973198
9783	C	12.011	0.4990173181462636	-1.1855802547648533
9784	C2	24.022	0.4977240609831975	1.2785138403080532
9785	C2	24.022	0.27200298591754135	0.5143233771778336
9786	C2	24.022	0.5749516964463215	-0.3241573259781347
9787	C2	24.022	0.7137177587540099	2.6181019086795216
9788	C2	24.022	0.15514005078264015	-0.4765647345415674
9789	C	12.011	0.3137379046317789	-0.0383301838718619
9790	C2	24.022	0.9420036093302393	-1.1702141118854013
9791	C2	24.022	0.8995438816699511	2.747809748616941
9792	C2	24.022	0.9370677516387576	-2.057619225410138
9793	C	12.011	0.1625815809133486	1.8206832224491454
9794	C	12.011	0.9910178787863682	1.165107854752616
9795	C2	24.022	0.4869901629431613	-0.6375304010171045
9796	C2	24.022	0.3060513930811184	-0.45008995378223693
9797	C2	24.022	0.6091450698118729	-2.0775067371780986
9798	C3	36.033	0.46957655271115034	1.7810572270983769
9799	C2	24.022	0.8350651279831389	1.8696410754594825
9800	C	12.011	0.8394460693741506	-0.2123016682581716
9801	C2	24.022	0.4268457853389105	-0.34319935958332076
9802	C2	24.022	0.1664179395306511	1.6420024155911164
9803	C	12.011	0.5033375186788309	-0.20350333347197058
9804	C	12.011	0.5503119430856142	-0.6707496020993046
9805	C	12.011	0.866676818167984	-0.8088303551526649
9806	C	12.011	0.4472224141861651	-0.9707730975161488
9807	C	12.011	1.088466056233978	0.05339423574324114
9808	C2	24.022	0.21738909618642857	1.200939462929636
9809	C2	24.022	0.4061982867303982	-0.8682676179477619
9810	C	12.011	1.423288714302039	-0.8515763719765533
9811	C2	24.022	0.6024362263857628	-0.8086382535415304
9812	C2	24.022	0.6143461197746244	-1.1554942185513366
9813	C	12.011	0.5827865740231203	1.8235589698926735
9814	C	12.011	0.4800925853912045	-1.3023866784220919
9815	C2	24.022	0.36777316743913263	-2.905057918026455
9816	C	12.011	0.43061172052142543	-1.9335440240036876
9817	C2	24.022	0.43495810226787673	-0.11490528549999128
9818	C	12.011	0.56799080965292	2.8852195434229193
9819	C2	24.022	0.3128288845352039	-1.5901392777911545
9820	C2	24.022	0.4368445412068055	-1.8627038058362417
9821	C	12.011	0.4487960801596167	-2.384146208383702
9822	C2	24.022	0.767389415152751	-0.2815776686979925
9823	C2	24.022	0.20123538520297615	1.298431363515372
9824	C3	36.033	1.0234443659914723	0.2306262887554831
9825	C2	24.022	0.3339656369081123	-1.463395176299481
9826	C2	24.022	0.2689790229770893	0.05590612896194041
9827	C	12.011	0.6395291257122345	-0.6738142922926512
9828	C2	24.022	0.6815696879086199	0.5567216208428523
9829	C	12.011	0.5053792560336255	0.7178783528929756
9830	C2	24.022	0.3779203043753562	-0.37539889565993556
9831	C2	24.022	0.3799060616629757	1.7829788731184408
9832	C	12.011	0.7625743830210315	-2.1142421000028646
9833	C	12.011	0.4762504412407516	-1.1199818877262433
9834	C	12.011	0.25313130215641927	-0.5096849059364044
9835	C	12.011	0.17462441291942868	-3.0328867897989964
9836	C	12.011	0.312581850072447	-0.252359222552558
9837	C	12.011	0.4503832275282455	-2.609690137279864
Bottom
