id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
7	C276282	3318423.101991157	0.44282756526078326	-3.027071816879563
8	C2	24.022	0.6784745757399996	0.7587759964546881
9	C3	36.033	0.9277041900972126	0.40439560037716227
10	C2	24.022	1.500738867348169	-0.20364316215513592
11	C	12.011	0.8195385933340106	0.48758818900658873
12	C2	24.022	0.6203592718935221	1.584448994852417
13	C2	24.022	0.6345828181544094	2.8374629421160353
14	C2	24.022	0.19072275568992253	0.1034695965763873
15	C2	24.022	0.22036161856567868	-0.6660053637729758
16	C	12.011	0.5573209227810453	-0.640273482830099
17	C	12.011	0.5501344924312729	0.14165742332475367
18	C2	24.022	0.12478732468263698	2.256913913503518
19	C	12.011	0.32635928418309773	2.172446411619172
20	C	12.011	0.23809542913806436	-2.9195898328143985
21	C	12.011	0.5268627661930334	1.044185751919711
22	C2	24.022	0.46844760373708977	1.343072901245859
23	C2	24.022	0.5767659713510556	2.200324570894061
24	C	12.011	0.8538563531166534	2.131116616976992
25	C2	24.022	0.56400989669482	0.4843640042603388
26	C2	24.022	0.08285967930222962	-1.3346587763283986
27	C2	24.022	0.6486846824808279	-2.97547391806601
28	C2	24.022	0.8960242924855513	-0.4514674892157208
29	C2	24.022	0.49902227232281604	0.7991997157770674
30	C2	24.022	0.7032006544094226	2.8230038352277753
31	C	12.011	0.22906840031465892	1.2267057176851492
32	C2	24.022	0.3434990655905598	2.9894170151276893
33	C2	24.022	0.8354022372313735	-0.7023083440946718
34	C2	24.022	0.7190884416871188	-2.2014971153024674
35	C2	24.022	0.004830959948627971	-0.5694313826714672
36	C2	24.022	0.32698716348520657	0.652141872096798
37	C2	24.022	0.6111230003354657	2.25558250584228
38	C2	24.022	0.4357849306084513	1.73285412225973
39	C2	24.022	0.37490996225185774	2.6749590992783636
40	C2	24.022	0.34361594394494777	3.0159612198375907
41	C	12.011	0.7903620174523359	-2.5595962383166015
42	C2	24.022	0.22046176276528814	3.0699896838999723
43	C3	36.033	0.5150233978661862	-2.440180124509818
44	C	12.011	0.5359900115213475	0.08987512611020725
45	C2	24.022	0.16636705059516838	-0.494116834491389
46	C	12.011	0.10685774311608874	0.5649847988230794
47	C2	24.022	0.3932801618834881	-2.0473589066263544
48	C2	24.022	0.4157817638615992	-1.2543799500431618
49	C2	24.022	0.5110090838837328	-0.6671464004809209
50	C	12.011	0.580883479930619	1.6525819805221333
51	C2	24.022	0.3513133046351614	-2.904577321216695
52	C2	24.022	0.40674233578090807	-1.5168409692295781
53	C3	36.033	0.7951994931519198	-2.1829442381139468
54	C2	24.022	0.8616071929813109	-2.5987716180289793
55	C2	24.022	1.0143223693105168	-2.723955486077736
56	C	12.011	0.5244636925790455	-3.0450008136107685
57	C2	24.022	0.8730878571765867	1.9631944126183196
58	C2	24.022	0.25063782393159806	-2.604742750762441
59	C	12.011	0.5066644688171545	-2.153765846067842
60	C	12.011	0.9115205627254473	2.978438314593022
61	C	12.011	0.5804759952797632	-2.2225780346929898
62	C	12.011	0.5780173642168615	-1.225263452359794
63	C2	24.022	0.8994516735250285	1.2105769227111316
65	C2	24.022	0.8301027984254095	2.7945344268019063
66	C3	36.033	1.228923693221771	1.455052820191227
67	C	12.011	0.5535848973140854	-0.8379881412162736
68	C2	24.022	0.5619836364026435	0.6391904425729518
69	C2	24.022	0.5377229508153659	0.4479738489094927
70	C2	24.022	0.6750040295373961	2.6890608916161804
71	C2	24.022	0.6561892340632123	-0.34667598209652656
72	C2	24.022	0.7985092960352027	2.4461427534622566
73	C3	36.033	0.2513103868773481	-2.7065490852592644
74	C	12.011	0.6722573578548183	0.4851990366255295
75	C2	24.022	0.7782884870037177	-0.38628995889940626
76	C2	24.022	0.7934293069698498	-1.028096174334618
77	C2	24.022	0.47565478289579777	0.5632302007209354
78	C2	24.022	0.6933288727650094	2.583714992768367
79	C2	24.022	0.05900594227824111	2.471974566912929
81	C3	36.033	0.5623156233439176	2.5173098051578613
82	C2	24.022	0.8057063895176904	0.24436300917200127
83	C2	24.022	1.4959742746781026	-2.3902087213507595
84	C2	24.022	0.6231354637877305	-0.5991117848385537
85	C2	24.022	0.7578122323654635	3.052917079087226
86	C2	24.022	0.43224855878429197	2.983021259371062
87	C2	24.022	0.4452561681181484	1.1406453948060626
88	C2	24.022	0.33078616375179604	1.2034136841338852
89	C2	24.022	0.17220986004318595	2.111871867857544
90	C	12.011	0.263575438850435	2.781773889080513
91	C2	24.022	0.28280704488319414	0.8513270283549025
92	C2	24.022	0.35741200276400564	0.25157597628243017
93	C2	24.022	1.4839193916432527	-3.0026167669408834
94	C2	24.022	0.651760737094905	1.9680908377831972
95	C	12.011	0.31565088746120085	1.8413693539243396
96	C2	24.022	0.20279488484044217	-1.8207279659213709
97	C2	24.022	0.3730533162519913	1.00993133584718
98	C2	24.022	0.9693455674148461	2.8290751421276594
99	C2	24.022	0.5856397762028044	2.736424176829212
100	C2	24.022	0.6412727680667014	2.5391611380405257
101	C2	24.022	0.7526469342971205	-2.149789913292276
102	C	12.011	0.2521133028824305	1.7671210078008224
103	C	12.011	1.3275497437015173	1.3915111836899532
104	C2	24.022	1.1327119132704737	2.2160814728195173
105	C	12.011	0.43034323437015776	1.9488484794167613
106	C2	24.022	0.8391063124319897	1.0921125221759431
107	C2	24.022	0.3157153080754373	-1.2058408494184574
108	C2	24.022	0.504855211074578	1.8850908128958452
109	C	12.011	0.4498831437355337	1.730558387293006
110	C2	24.022	0.5451008434899507	-2.7076647860692753
112	C2	24.022	0.7519297556212572	0.14957303176406792
