id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
113	C2	24.022	0.2317995549576668	-0.2329266395004544
114	C2	24.022	0.33425119224505767	-1.032041798184673
115	C2	24.022	0.30804941303925676	0.7141422960684812
116	C2	24.022	0.2184941574414828	2.5975168267640707
117	C	12.011	1.1190833509922196	-0.14392840955677286
118	C2	24.022	0.26466506232197407	0.6836319899036547
119	C3	36.033	0.0757808919150035	-0.8070548334383129
120	C2	24.022	0.8244707282072516	-2.5777339221959044
121	C2	24.022	0.4828225326015593	-1.16682965537013
122	C	12.011	0.6667420819336405	1.7562325686511566
123	C	12.011	0.5077461629050604	-2.441961224196737
124	C2	24.022	0.5242880039044776	-2.088393938088453
125	C	12.011	0.3677248200962661	-1.7465597339157481
126	C2	24.022	0.29341872315726186	0.7865243841758777
127	C3	36.033	0.5256405913849712	-1.3836492765040673
