Total	Internal	Translational
Top
997.224693948	997.052808881	0.171885068246
6.19726313581	0.591960315479	5.60530282033
12.9774526954	1.42947479581	11.5479778996
5.57244686527	1.2762211333	4.29622573198
21.5816966297	4.01431324551	17.5673833842
27.8439819117	2.04367704253	25.8003048692
35.0427167806	1.24279812837	33.7999186523
6.37895835217	4.0634770289	2.31548132327
9.19101140112	1.78421232208	7.40679907903
22.4897898515	3.07441386678	19.4153759848
20.737467943	1.15329356688	19.5841743761
14.2252582069	0.733918348726	13.4913398582
19.6304558039	2.33085577276	17.2996000311
29.7936071903	1.75360700427	28.0400001861
18.1431323593	0.841812660733	17.3013196986
19.8921744482	2.81863626268	17.0735381855
3.71395795817	2.82392433103	0.890033627136
4.1945142537	1.57330948815	2.62120476555
16.2157842063	1.53770534338	14.678078863
5.0937102335	0.650249063072	4.44346117043
1.97979849729	1.45223567933	0.527562817953
0.802973210758	0.0	0.802973210758
16.1078483776	1.53301479923	14.5748335783
12.7502047421	3.20956747131	9.5406372708
12.0416714476	3.38593342983	8.65573801778
2.4843885761	0.0	2.4843885761
2.4962427779	2.42395982547	0.0722829524296
2.90802569386	1.35119399188	1.55683170198
15.2580180518	2.4452188697	12.8127991821
8.67724311799	3.23699607133	5.44024704666
3.55053025701	1.98372701407	1.56680324294
36.1942821948	3.02592674686	33.168355448
26.1510795177	1.55292270398	24.5981568137
8.61039956883	0.131020420666	8.47937914817
7.18567151782	0.0	7.18567151782
13.0424829347	2.99687330967e-32	13.0424829347
14.5111795531	3.59311399933	10.9180655538
23.7837683623	1.7865708516	21.9971975107
6.02213318361	2.7184972317	3.3036359519
28.3126416291	0.0	28.3126416291
9.23304938012	4.2327964136	5.00025296652
65.817140121	2.11164735476	63.7054927662
17.0307878823	0.431279318832	16.5995085635
19.3440461546	3.88868250998	15.4553636446
29.58804485	3.29843396583	26.2896108842
0.512400920414	0.343801336227	0.168599584187
4.11205475923	1.42297395879	2.68908080044
3.97301653742	0.372358500044	3.60065803737
5.27524000241	0.136441891671	5.13879811074
2.2550024328	0.284896612216	1.97010582058
9.77788682465	2.67464742329	7.10323940136
6.21998941214	0.844762482026	5.37522693011
28.7662934108	2.54961443077	26.21667898
11.7501432108	3.96983993663	7.78030327415
9.82620302216	2.84155208691	6.98465093525
4.41269047026	1.09633243873	3.31635803154
5.42866731621	1.14856863161	4.28009868461
2.57967610941	0.525686899831	2.05398920958
9.19313591476	3.53359505065	5.65954086411
5.28876514888	0.21943967933	5.06932546955
7.75096362795	0.640183838505	7.11077978944
12.2765342309	0.0	12.2765342309
24.9464948702	0.584027786565	24.3624670837
3.76485561747	0.894999901423	2.86985571605
13.4099919015	0.0	13.4099919015
17.7237870881	2.56011283516	15.163674253
16.1101404887	0.144508717111	15.9656317715
45.7156720456	4.79499729548e-31	45.7156720456
60.4820895858	1.58377501302	58.8983145727
74.7162757612	7.5082438391	67.2080319221
40.3483177721	0.0	40.3483177721
5.27688933425	0.462706164231	4.81418317002
44.7793481544	0.0	44.7793481544
25.1782984491	1.14357317222	24.0347252768
46.2201161947	3.92343133695	42.2966848577
10.1084978942	2.889202445	7.21929544921
18.5079399905	1.30750753411	17.2004324564
25.2690236136	0.662595216154	24.6064283974
9.75238357849	4.10790921062	5.64447436786
12.747376769	3.87224939556	8.87512737341
6.94182228581	0.950455544078	5.99136674174
6.45188005862	2.80495460471	3.64692545391
8.77097720782	1.4179269449	7.35305026291
10.6564994735	3.15817178882	7.49832768467
6.41868304781	0.887036296263	5.53164675154
5.30367543552	1.20597527185	4.09770016367
8.75570654782	0.460765511396	8.29494103643
1.06408020005	0.532292730345	0.531787469703
2.11625649151	0.267743733437	1.84851275807
4.91023130055	1.87100102664	3.03923027391
6.325823616	0.692844883861	5.63297873214
5.58768816131	1.21747978206e-31	5.58768816131
8.72569759146	0.0	8.72569759146
3.82604350696	0.515008835513	3.31103467144
10.0586940206	1.93045077691	8.12824324364
73.7618901097	7.49218327419e-33	73.7618901097
3.40882054453	0.0935721586606	3.31524838587
6.72357722566	0.0357686850293	6.68780854063
12.0026226417	0.594067767544	11.4085548742
14.7307447717	0.0	14.7307447717
59.126599443	0.0	59.126599443
1.50451657685	0.0965358571737	1.40798071968
2.09891294013	1.08572968533	1.0131832548
2.11006372297	0.61879173169	1.49127199128
3.00471732761	0.825851559736	2.17886576787
3.39632980909	1.81920511269	1.5771246964
7.1073109702	2.87567882433	4.23163214586
6.04318915166	0.0	6.04318915166
16.6256385187	1.78104438274	14.844594136
15.4704087419	3.70152094152	11.7688878003
11.0591649984	8.77794762413	2.28121737429
10.6197845153	1.27367115661e-31	10.6197845153
43.0204262379	0.0	43.0204262379
5.34868777044	1.38793953992	3.96074823052
7.81490753293	6.05240831885	1.76249921407
3.81846679775	0.455131880661	3.36333491709
2.03002958581	0.803424148122	1.22660543769
6.29303345605	0.125177583314	6.16785587274
1.94992870378	0.529987216017	1.41994148777
13.5364847957	0.315580357343	13.2209044384
48.0395379274	0.0	48.0395379274
15.6675411665	1.87304581855e-33	15.6675411665
13.9441048034	4.36731190542	9.57679289796
3.33524245239	0.0	3.33524245239
23.6040449951	1.19874932387e-31	23.6040449951
21.2034341937	0.0	21.2034341937
18.0890959758	0.615407250697	17.4736887251
5.76173566122	1.4465330699	4.31520259132
19.049572975	0.293171453304	18.7564015217
7.77645386867	0.120616460083	7.65583740859
17.9270762048	1.97666184047	15.9504143643
4.99030066859	1.19874932387e-31	4.99030066859
9.52260580766	0.716164045079	8.80644176258
5.85787604948	0.529664549914	5.32821149957
