Total	Internal	Translational
Top
20.7051398659	0.0	20.7051398659
153.466862509	2.15889907098	151.307963438
49.2982177168	0.0	49.2982177168
29.6452011816	4.86991912822e-31	29.6452011816
69.3584847448	0.0	69.3584847448
175.902172187	10.8374095526	165.064762634
115.45602648	7.43772251031	108.018303969
112.510069118	0.409636176376	112.100432942
141.841011683	3.3860921726	138.454919511
20.0980326969	3.63342507676	16.4646076201
56.6748299056	1.19874932387e-31	56.6748299056
159.326277641	1.79466176385	157.531615878
10.3027375199	0.0	10.3027375199
37.8250379042	0.0	37.8250379042
26.2212961951	9.90844158536	16.3128546097
152.017469497	5.27842898009	146.739040517
66.6447029755	0.0	66.6447029755
240.300005763	5.84705149455	234.452954269
114.386160062	6.90116601036	107.484994052
112.348633984	1.91799891819e-30	112.348633984
59.7827954106	0.0	59.7827954106
146.307097507	6.05425861974	140.252838887
69.0904667008	0.753610983183	68.3368557176
105.113926763	1.01475111059	104.099175652
77.3166322341	3.23632004552	74.0803121886
71.6972035114	1.92174500983e-30	71.6972035114
207.635252808	5.52663900286	202.108613805
34.9530288276	1.87304581855e-33	34.9530288276
119.386936242	0.553259740432	118.833676502
68.1350672365	3.74609163709e-32	68.1350672365
5.64118270613	0.0	5.64118270613
10.2375428574	3.74609163709e-32	10.2375428574
66.7382368376	0.0	66.7382368376
104.576130362	0.129884183774	104.446246178
111.642593465	4.27127857117	107.371314894
87.9287014934	4.94683187405	82.9818696193
90.4710470793	1.91799891864e-30	90.4710470793
79.9703172642	0.459494425126	79.510822839
106.239591004	11.6152293315	94.6243616728
134.285842918	8.85091315566	125.434929763
94.6074722011	2.61464411171	91.9928280894
112.058626645	3.42344098742	108.635185658
82.0969632346	0.523027512293	81.5739357223
109.956548905	6.55980735204	103.396741553
42.3341245222	3.00857984604e-32	42.3341245222
100.100320829	0.69655999048	99.4037608387
58.2591202351	0.0	58.2591202351
41.0412461834	0.72346835811	40.3177778253
78.6596148588	1.86101733283	76.798597526
9.09002839381	1.19874932387e-31	9.09002839381
Bottom
