id	name	mass [g/mol]	latitude [rad]	longitude [rad]
Top
8836	C276293	3318555.2229911564	0.36116087946936637	0.5979519746889705
8837	C2	24.022	1.105631752151453	1.5004595158818295
8838	C2	24.022	1.3970790098862331	0.005450482071412235
8839	C2	24.022	0.37675787085494583	0.48750008024085884
8840	C2	24.022	0.5540324750658003	1.7653969974902672
8841	C	12.011	0.6517734984469773	0.6457967557633175
8842	C	12.011	0.7877532643705517	0.738062877089088
8843	C	12.011	0.32315471079965086	2.7696614215755737
8844	C2	24.022	0.12256317956729942	-1.2792166227612887
8845	C	12.011	0.49958939718662565	0.13214202898556246
8846	C	12.011	0.317611487305941	0.18317768318144895
8847	C	12.011	0.8227074076261492	3.1016522214315736
8848	C2	24.022	0.8091668742724673	0.7143107605434202
8849	C2	24.022	0.706482244964857	0.5944218459422317
8850	C2	24.022	0.4727724906173142	-0.32795851023471084
8851	C2	24.022	0.7960357241664713	0.9534907218594184
8852	C2	24.022	0.2001122655515302	1.2189771896197845
8853	C2	24.022	0.3311594798182988	1.8630885455594124
8854	C2	24.022	0.47020218768787325	1.193251196160086
8855	C8	96.08799999999998	0.9270042352897384	0.39444244572022724
8856	C2	24.022	0.332815161448358	0.3289979648977984
8857	C	12.011	0.6494419827605993	-1.5682950996937026
8858	C	12.011	0.17609877839577326	-3.1064521263143194
8859	C2	24.022	0.5050515633542217	0.3965050415884764
8860	C2	24.022	0.13726660239252045	1.2052655676182051
8861	C3	36.033	0.47074391669217	-2.2772415821020013
8862	C2	24.022	0.27230399558222074	-2.398127656807796
8863	C3	36.033	0.764547050291312	-2.003742264427208
8864	C2	24.022	0.32909539621403433	3.0992219014440265
8865	C2	24.022	0.2247637712713879	-1.4943681225274
8866	C2	24.022	0.8272890348888086	1.9133206445830282
8867	C	12.011	0.18464412845522885	2.9116637122848292
8868	C	12.011	0.5767090473452131	-2.8990371574575287
8869	C2	24.022	0.2309859717262118	-1.08279216184469
8870	C2	24.022	0.4066037009764418	-2.4471065722993806
8871	C2	24.022	0.44262685298346965	0.7436454208608831
8872	C3	36.033	0.716994094209729	-1.5473484873932055
8873	C2	24.022	0.6063560259084417	-1.3438545596379703
8874	C2	24.022	0.36616066191187857	1.1768814561915788
8875	C2	24.022	0.5972105765575629	2.586848509063502
8876	C2	24.022	0.2972831187400721	2.002650254304092
8877	C2	24.022	0.41659972856825284	-2.6089233902998488
8878	C3	36.033	0.14035741876283778	1.2794538957541919
8879	C2	24.022	0.7095178651451605	2.1037456609075615
8880	C2	24.022	0.8678441941790925	-2.334407008232227
8881	C2	24.022	0.33865097738755734	-1.7563561135639254
8882	C2	24.022	0.28445246031315025	-2.534755164185202
8883	C	12.011	0.6142492121513136	-1.121306044415655
8884	C2	24.022	1.119764629487289	-1.5090385457178312
8885	C	12.011	1.1900001321487883	-2.9678317116433117
8886	C2	24.022	0.4442019923856205	-2.5876999552246547
8887	C2	24.022	0.27359653988080784	-1.1701110635587368
8888	C	12.011	0.8415400879743268	-1.6948064922907298
8889	C2	24.022	0.6600663177725321	-2.291295653220328
8890	C	12.011	0.4650992576286654	-1.2073157261625609
8891	C2	24.022	0.6105517054817389	-0.7588102046000247
8892	C2	24.022	0.6277044937197518	-1.0456350897233966
8893	C	12.011	0.5036910772488027	-2.9278966023185
8894	C2	24.022	0.24917392478424752	-2.954581055249287
8895	C2	24.022	0.4519360150915174	3.0529932525488155
8896	C2	24.022	0.22670438985694827	2.9930243425081082
8897	C	12.011	0.12641565571932345	-2.8547186124904944
8898	C	12.011	0.5056699529720813	0.7855585311029485
8899	C2	24.022	1.0154885554972297	1.110107677748735
8900	C2	24.022	0.9042430001711266	0.20058299284106115
8901	C2	24.022	0.18764040683340003	0.7117247859001753
8902	C	12.011	0.8670427167054401	0.19367450968232547
8903	C	12.011	0.7603867486339115	2.2634678716001604
8904	C	12.011	0.5120283700656472	-3.087707464690155
8905	C3	36.033	0.7782203570698784	-1.1941622658642987
8906	C	12.011	0.2061158484817537	2.450100250921633
8907	C2	24.022	0.6086518883875317	2.254995855572891
8908	C2	24.022	0.6030806180814188	0.7957154171386428
8909	C2	24.022	0.1658646737458311	-2.6020142167480933
8910	C3	36.033	0.925938833241627	-0.4173996985113282
8911	C2	24.022	1.1633885298040592	1.4691753048919447
8912	C2	24.022	0.6757207046453126	2.061057671939631
8913	C2	24.022	0.6419857142066302	0.5509292459750574
8914	C2	24.022	0.5722001358051336	0.6704881610936143
8916	C3	36.033	0.7156038753652397	-3.077454719276094
8917	C2	24.022	0.43337861129421396	2.587752815889744
8918	C2	24.022	0.4907210301660477	-2.6062196717783817
8919	C2	24.022	0.3019037478711653	0.31348114729449855
8920	C	12.011	0.5625389390805123	-2.980399110684749
8921	C2	24.022	0.4897074638411654	-1.3044417111418414
8922	C2	24.022	0.5173111569769108	2.9919896386019764
8923	C	12.011	0.5826372834218022	-2.1801878225172837
8924	C2	24.022	0.7256545654315599	-3.0364566470800023
8925	C2	24.022	0.7883491023593784	-3.100242255112043
8926	C2	24.022	0.4192812405443108	-1.7136570187893234
8927	C2	24.022	0.9263638544645593	-2.5780477569659186
8928	C2	24.022	0.18018646510512595	-2.7606222707506207
8929	C	12.011	0.11459134822649578	2.03059366758581
8930	C2	24.022	0.39013794356676207	2.912299477614254
8931	C	12.011	0.16801032382579442	1.5590017161010479
8932	C2	24.022	0.7914675959856573	-0.6819379571023
8933	C2	24.022	1.1259202954865897	-0.013184663750539631
8934	C	12.011	0.22265365314023075	-3.0697833384591813
8935	C	12.011	0.3439915705919949	0.8858096066737694
8936	C	12.011	0.5261818535072095	-2.0376384619999452
8937	C2	24.022	1.0909461488127326	1.911206563922627
8938	C4	48.044	0.5315336051662253	2.0924786847163253
8939	C2	24.022	0.6699887988577008	2.360747213166252
8940	C2	24.022	0.40826960306020904	1.291414130130125
8941	C2	24.022	0.198271550703795	-0.6117165056407425
8942	C	12.011	0.6903212517036147	2.0075322625134695
8943	C2	24.022	0.8984212679984657	1.622623400212661
8944	C3	36.033	0.5191982205217319	-2.2380965729359548
8945	C	12.011	0.5989405854093076	-0.27138351440594316
8946	C2	24.022	0.3755914092005198	-0.1347930088699594
8947	C	12.011	0.5044224539682841	-0.48443732405929496
8948	C2	24.022	0.4857212522411219	0.8171890754242482
8949	C2	24.022	0.6160011357816371	-2.7764855369292016
8950	C2	24.022	1.1771754676135617	0.1629340786289339
8951	C2	24.022	0.18609383808445557	2.356606755286027
8952	C2	24.022	1.1959022344294958	-0.6135296387248851
8953	C2	24.022	0.46036963712308365	-1.6439917989302137
8954	C	12.011	0.3353220779955437	-1.2529626112290677
8955	C2	24.022	0.6541880506711326	-0.09639508565798162
8956	C2	24.022	0.6588116642071834	-1.007667645790021
8957	C3	36.033	0.07050093629634593	-0.3009459246019375
8958	C2	24.022	0.7987551476606283	-2.7017964745408065
8959	C	12.011	0.47866919787929396	-0.11728435926736949
8960	C	12.011	0.46113202847141416	-0.7503871749839964
8961	C2	24.022	0.13353159379698096	-2.8983141089604234
8962	C2	24.022	0.5919196918147487	-0.5640120715663898
8963	C2	24.022	0.19629581491967915	0.836734534928255
8965	C	12.011	0.48625317782511934	-1.9783211019182667
8966	C	12.011	0.3431927193040805	2.9688681126459366
8967	C	12.011	0.6787453484053935	-1.392867113549105
8968	C	12.011	0.47020565110528306	-2.4963648642179432
8969	C	12.011	0.7683835880263769	1.1852912102673754
8970	C	12.011	0.4184821513488724	1.9486525237089727
8971	C2	24.022	0.3804302677653302	0.01507967772200445
8972	C	12.011	0.12033566023985016	-1.982786684029836
8973	C	12.011	0.8187100948051408	0.26697985988710177
8974	C	12.011	0.34959995010578543	2.4515467930947374
8975	C	12.011	0.6758428832500967	2.14058790851508
8976	C	12.011	0.20247882986744004	0.34174134908861176
8977	C	12.011	0.8023180671715182	-0.5372372105983476
Bottom
