#	Energy:	05keV	Layers:	1L	Coordinates:	-0.416666666666667	0.966666666666667

Mass spectrum
Ejected:	12.011	12.011	24.022	12.011	12.011	24.022	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	12.011	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	12.011	24.022	12.011	12.011	36.033	24.022	12.011	24.022	24.022	12.011	12.011	24.022	12.011	24.022	24.022	12.011	24.022	36.033	12.011	12.011	24.022	12.011	24.022
Reflected:

Yields
Ejected
Type	Number
1	18
2	60
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	-0.416666666666667	0

Mass spectrum
Ejected:	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	12.011	12.011	24.022	12.011	24.022	12.011	12.011	12.011	12.011	24.022	24.022	24.022	12.011	24.022	48.044	12.011	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	24.022	12.011	24.022	24.022	24.022	12.011	24.022	36.033	36.033	12.011	12.011	24.022
Reflected:

Yields
Ejected
Type	Number
2	60
1	20
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	-0.416666666666667	2.9

Mass spectrum
Ejected:	12.011	24.022	12.011	12.011	24.022	24.022	24.022	24.022	24.022	12.011	12.011	12.011	12.011	36.033	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	24.022	24.022	12.011	24.022	24.022	12.011	12.011	12.011	24.022	24.022
Reflected:

Yields
Ejected
Type	Number
1	22
2	60
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	-1.25	0.966666666666667

Mass spectrum
Ejected:	36.033	24.022	24.022	24.022	12.011	24.022	12.011	12.011	12.011	12.011	24.022	12.011	12.011	24.022	24.022	24.022	36.033	12.011	24.022	24.022	24.022	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	12.011	12.011	24.022	36.033	12.011	12.011	24.022	12.011	12.011	24.022	24.022	12.011	24.022	24.022	24.022	12.011	24.022
Reflected:

Yields
Ejected
Type	Number
2	60
1	24
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	-1.25	0

Mass spectrum
Ejected:	12.011	12.011	12.011	24.022	12.011	24.022	24.022	12.011	12.011	24.022	24.022	24.022	24.022	12.011	24.022	12.011	24.022	12.011	24.022	24.022	36.033	24.022	24.022	36.033	24.022	24.022	12.011	12.011	24.022	24.022	12.011	24.022	24.022	24.022	36.033	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	12.011	12.011	12.011	12.011	12.011
Reflected:

Yields
Ejected
Type	Number
1	20
2	60
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	-1.25	2.9

Mass spectrum
Ejected:	24.022	12.011	12.011	24.022	24.022	12.011	12.011	24.022	24.022	24.022	24.022	12.011	12.011	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	12.011	12.011	12.011	24.022	24.022	24.022	12.011	24.022	12.011	24.022	12.011	24.022	24.022	12.011	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	12.011	12.011	24.022	24.022
Reflected:

Yields
Ejected
Type	Number
1	23
2	60
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	0.416666666666667	0.966666666666667

Mass spectrum
Ejected:	24.022	24.022	12.011	12.011	24.022	12.011	36.033	24.022	24.022	12.011	12.011	24.022	24.022	24.022	24.022	24.022	24.022	12.011	36.033	12.011	12.011	12.011	24.022	12.011	24.022	12.011	24.022	24.022	12.011	12.011	24.022	24.022	12.011	24.022	24.022	12.011	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	12.011	12.011	12.011	12.011	24.022	12.011
Reflected:

Yields
Ejected
Type	Number
2	60
1	22
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	0.416666666666667	0

Mass spectrum
Ejected:	24.022	24.022	24.022	12.011	24.022	24.022	24.022	12.011	12.011	12.011	24.022	24.022	24.022	36.033	48.044	24.022	12.011	12.011	12.011	24.022	36.033	24.022	24.022	24.022	12.011	24.022	24.022	12.011	24.022	36.033	12.011	12.011	12.011	12.011	24.022	24.022	12.011	12.011	24.022	24.022	24.022	24.022	12.011	12.011	12.011	12.011	12.011	12.011
Reflected:

Yields
Ejected
Type	Number
2	60
1	20
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	0.416666666666667	2.9

Mass spectrum
Ejected:	12.011	24.022	24.022	24.022	24.022	24.022	24.022	24.022	24.022	12.011	24.022	12.011	24.022	12.011	12.011	24.022	24.022	24.022	36.033	12.011	24.022	12.011	12.011	12.011	12.011	12.011	12.011	12.011	24.022	12.011	12.011	12.011	12.011	24.022	24.022	24.022	24.022	24.022	12.011	24.022	12.011	12.011	12.011	24.022	24.022	24.022	12.011	12.011	12.011	12.011	12.011	12.011	24.022	12.011	24.022
Reflected:

Yields
Ejected
Type	Number
2	60
1	23
Reflected
Type	Number

##########
#	Energy:	05keV	Layers:	1L	Coordinates:	1.25	0.966666666666667

Mass spectrum
